original_parquet_row_index,label,premise,hypothesis,gemma-3-4b-it,bloomz-1b7,llama-3.1-70b-it,Mistral-7B-Instruct
9343,contradiction,"A race car, numbered 104 is rounding a bend as two people watch and take pictures.",People are watching a ball game.,neutral,contradiction,contradiction,contradiction
3991,neutral,Two men are shirtless on the beach on a beautiful day.,Two men are shirtless.,entailment,contradiction,entailment,neutral
6079,contradiction,A brown dog plays in a deep pile of snow.,A brown dog is running down the road chasing the mailman,neutral,contradiction,neutral,contradiction
1559,contradiction,An older women looking off into the distance with three older women walking towards her from behind.,Four older women are sitting in a hot tub,contradiction,contradiction,neutral,neutral
4682,entailment,Three people are walking on a beach.,A few people are near the ocean,entailment,entailment,entailment,neutral
7557,entailment,An older man holding a sign for tattoos soliciting business on the street.,The man works with a tattoo business.,entailment,contradiction,entailment,neutral
3772,contradiction,"Three black people, two men and one woman, in the middle of a small, rural street, are piling up items on top of a taxi cab with a net dangling down on top of the windshield, while two children and two other people are nearby.",The taxi has nothing on it,contradiction,contradiction,contradiction,neutral
8779,neutral,A worker shoveling dirt into a wheelbarrow.,The worker is a man.,neutral,entailment,neutral,neutral
3457,contradiction,A boy scout with a red cap is looking through a telescope,A boy scout is making a campfire.,contradiction,contradiction,neutral,neutral
8383,,Two men in black pants and black shirts practice martial arts on a green gym floor.,Two persons doing some exercise in a gym.,entailment,contradiction,entailment,neutral
1354,contradiction,A guy in glasses is biting into a pink marshmallow chick while somebody else is puckering their lips out wanting a bite.,A man eats a hamburger while his friend asks for a bite.,contradiction,contradiction,neutral,neutral
45,neutral,During calf roping a cowboy calls off his horse.,A first time roper falls off his horse.,neutral,contradiction,neutral,neutral
9872,entailment,A bearded man sits near a white van.,a man sitting outside near a van.,entailment,contradiction,entailment,neutral
748,contradiction,Two dogs run together near the leaves.,The two dogs are sleeping on the pile of leaves.,contradiction,entailment,neutral,neutral
7917,neutral,A group of young people pose for a picture in a field,They are taking a class photo.,entailment,contradiction,neutral,neutral
4241,contradiction,A man wearing shorts looks at his cellphone while a woman walks outside a small building.,There is only one person present.,neutral,contradiction,contradiction,neutral
5628,contradiction,A group of people traveling in a small wooden boat.,A group of people on a sunken boat.,neutral,entailment,contradiction,neutral
4657,entailment,A family is taking part in a walk-a-thon.,Some of the people shown are related.,entailment,entailment,entailment,neutral
4238,contradiction,A young boy learns how to ride a horse,The child and his pet play on the bed.,contradiction,entailment,neutral,contradiction
3460,neutral,"An older man in a printed shirt, smoking on a busy street.",A man is smoking a cigar.,neutral,contradiction,neutral,neutral
7381,entailment,Two kids in their pajamas.,A couple of children are wearing pajamas.,entailment,contradiction,entailment,neutral
5549,neutral,Man taking photos of seagulls over the ocean.,It is sunny.,neutral,contradiction,neutral,neutral
7075,neutral,A man in summer clothing skiing on thin snow.,A man is skiing on a warm day.,entailment,contradiction,neutral,contradiction
5838,neutral,A young boy looks on as a man performs the guitar on the street while sitting on a bench.,The man performing is famous.,neutral,contradiction,neutral,neutral
8091,entailment,Men sitting at a table in a church.,There are people at a table.,entailment,contradiction,entailment,neutral
5474,contradiction,"A man, with a full face mask, sits on a sidewalk playing the guitar.",A woman is wearing a mask,neutral,contradiction,neutral,neutral
3614,entailment,The gentlemen with the red plaid shirt and black pants is speaking to a young lady holding a blue folder.,The gentleman is speaking to a young lady.,entailment,contradiction,entailment,neutral
7501,neutral,Twenty five people are marching.,A man plays the trombone on the sidewalk.,neutral,contradiction,neutral,neutral
7053,entailment,A lady in a dark coat is sitting with many people around her.,There are people surrounding each other.,entailment,contradiction,entailment,neutral
7367,entailment,A young lady toying with her watch.,A woman is fidgeting.,entailment,contradiction,entailment,neutral
8019,neutral,A child with curly blond-hair looks at another child with long brown hair while sitting on a bench.,The school kids are relaxing during recess.,neutral,contradiction,neutral,neutral
9638,neutral,A woman rollerblader with knee and elbow pads and a helmet jumping into the air.,the woman is a professional skater,neutral,contradiction,neutral,neutral
9055,neutral,A woman and two children walk along stones to cross a river while a dog swims.,A dog is about to be attacked by a gator.,contradiction,contradiction,neutral,neutral
664,neutral,The boys are playing with Legos.,Boys are playing outside.,contradiction,contradiction,neutral,neutral
2319,contradiction,A woman wearing a white coat skis down a snowy hill.,A woman is climbing a mountain.,contradiction,contradiction,neutral,neutral
3542,neutral,A man and wife stand at the alter as they get married.,A man and woman are getting eloped,neutral,contradiction,neutral,neutral
3677,contradiction,"A man and woman talk to another woman, all looking concerned, in a room being decorated with streamers and balloons.",Some people are happy to be throwing a party.,entailment,contradiction,neutral,neutral
9599,neutral,A child stuck up in a tree.,A child is stuck in a tree after trying to hide.,entailment,contradiction,entailment,neutral
3091,entailment,A band singing and playing electric guitar for a crowd of people.,A band is playing a concert.,entailment,contradiction,entailment,entailment
675,neutral,Villagers pulling in the fish boat.,The villagers are preparing to go fishing.,entailment,entailment,neutral,neutral
8676,contradiction,A woman sitting with a guitar talking to a man sitting with an umbrella.,A man is jogging.,contradiction,contradiction,neutral,neutral
4884,contradiction,A girl in black pants doing exercises.,Two guys lifting oranges to build up muscles.,contradiction,contradiction,neutral,neutral
8079,neutral,A small dog runs to catch a ball.,The dog is a chihuahua.,neutral,entailment,neutral,neutral
1962,neutral,A young boy plays on a pile of rocks.,A boy is playing army with action figures on rocks.,neutral,contradiction,neutral,neutral
1840,entailment,A man is using what looks to be a fax machine.,A person is using what looks to be a fax machine.,neutral,neutral,entailment,neutral
7168,entailment,cheerleaders pose for the camera.,The cheerleaders are getting their picture taken.,entailment,contradiction,entailment,entailment
9898,contradiction,"An impoverished person, wearing a torn brown shirt and no shoes, is kneeling down along the banks of a trash infested body of water.",An individual is playing guitar on the streets.,contradiction,contradiction,neutral,contradiction
3538,entailment,A man is playing with his skateboard on a street.,A man is able to use his legs.,entailment,contradiction,entailment,neutral
8026,entailment,A young female standing on the deck of a boat starring at her cellphone while riding on the water.,A girl checks her phone on a boat.,entailment,contradiction,entailment,neutral
4866,entailment,Two men are interacting with some sort of mechanical contraption that is mounted on a wall.,Some men work on a machine on a wall.,entailment,contradiction,entailment,neutral
4174,contradiction,The female soccer team is getting last minute instruction from their coach.,The female basketball team ignored their coach.,contradiction,contradiction,neutral,contradiction
8088,contradiction,A boy rollerskating in the street.,A boy is skating with a hockey stick,contradiction,contradiction,neutral,neutral
4377,entailment,"A man in reflective sunglasses, a skull T-shirt, and long red shorts sits out of the sun in a folding chair.",The man is protecting his eyes with sunglasses.,entailment,contradiction,entailment,entailment
6211,entailment,A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.,There are boys in the gym.,entailment,contradiction,entailment,neutral
4766,contradiction,A rugby player running the ball between two downed opponents.,Someone is playing hockey.,contradiction,contradiction,contradiction,contradiction
411,entailment,A guy and a girl look down a mountain range.,The people look at the mountains.,entailment,contradiction,entailment,neutral
613,contradiction,A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of said building.,A dog is running up the steps of a building.,contradiction,contradiction,neutral,contradiction
6126,neutral,A girl climbing a chain link fence.,The girl climbs the fence to get to school.,neutral,contradiction,neutral,neutral
5210,contradiction,A man in a grassy field throws a stick for a group of three brown dogs.,The man eats dog pie.,contradiction,contradiction,neutral,contradiction
1430,neutral,3 girls chatting and laughing on the stairwell.,Girls are at school.,entailment,contradiction,entailment,neutral
2425,neutral,2 women and 2 girls crossing the road,A group of girls and women are laughing as they cross the road.,entailment,contradiction,entailment,neutral
8841,neutral,Sexy young men stand on a balcony having a heated conversation.,Young men went out on the balcony to argue in private.,entailment,contradiction,entailment,neutral
3833,contradiction,A tractor decorated as a float for a parade,a lawnmover is being repaired,neutral,contradiction,neutral,neutral
4718,neutral,A man with a beer in his hand listens to a woman talk.,He is drinking to fall asleep.,neutral,contradiction,neutral,neutral
7185,entailment,Two dogs wearing muzzles are running.,there are dogs with muzzles,entailment,contradiction,entailment,entailment
1417,entailment,This is when daddy taught her how to ride her scooter.,daddy taught her,entailment,contradiction,entailment,neutral
7199,entailment,City street crowded with sports fans wearing orange.,The sports fans are wearing orange shirts.,entailment,contradiction,neutral,entailment
604,entailment,A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.,A group of well dressed people walk down a block with one of them holding a sign.,entailment,contradiction,entailment,neutral
1272,entailment,Soldiers are holding guns and peeking around a building.,Soldiers are packing heat near a building.,entailment,contradiction,entailment,neutral
3964,entailment,A lit girl splashes around in natural water.,A girl splashes in water.,entailment,contradiction,entailment,entailment
6367,entailment,An old woman walking down the street.,A human in motion.,entailment,entailment,entailment,neutral
8746,entailment,a black dog chases a boy wearing red and blue.,a dog chases a boy,entailment,contradiction,entailment,neutral
247,entailment,"A man, woman, and child get their picture taken in front of the mountains.",People are outdoors.,entailment,contradiction,entailment,neutral
9226,entailment,"Four people walking beside each other down a street, one of the men is turned around looking toward the camera.",Four people are walking,entailment,contradiction,entailment,neutral
1982,entailment,A woman with a blue hat and blue and red jacket setting up a camera on a tripod.,A woman is setting up a camera on a tripod,entailment,contradiction,entailment,neutral
2835,neutral,A red truck is parked next to a burning blue building while a man in a green vest runs toward it.,The burning blue building will turn to dust after an hour.,neutral,contradiction,neutral,contradiction
5375,entailment,3 people on plain boats smiling towards the camera.,3 boating people being video taped.,entailment,entailment,entailment,neutral
199,contradiction,Two men climbing on a wooden scaffold.,Two women climbing on a wooden scaffold.,contradiction,contradiction,neutral,contradiction
485,contradiction,A woman in a brown shirt is kneeling in the street.,A woman is riding a bicycle.,contradiction,contradiction,neutral,contradiction
6083,contradiction,A white and black spotted dog is running through a grassy area.,A dog is asleep on the couch.,contradiction,contradiction,neutral,contradiction
8956,entailment,People are sitting in a cheery Mexican restaurant.,People are in an ethnic establishment,entailment,contradiction,entailment,neutral
455,entailment,A woman leans over a small fence to take a picture of a yellow flower.,A woman is taking pictures,entailment,contradiction,entailment,neutral
9798,entailment,A woman wearing a black dress and green sweater is walking down the street looking at her cellphone.,A woman is holding her cell phone.,entailment,contradiction,entailment,neutral
8826,neutral,A newspaper delivery man smiles as he walks down a sidewalk holding his papers on top of his head.,The guy just got a big tip from a customer.,neutral,contradiction,neutral,neutral
6515,contradiction,A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees.,the woman is hanging out with her kids,neutral,entailment,neutral,neutral
1721,contradiction,Three women sit together near woven walls.,The three bar tenders work hard pouring drinks.,contradiction,contradiction,neutral,contradiction
7050,neutral,An old woman and a young man examine their bingo cards.,A woman and man are checking their bingo cards to see if they won,entailment,contradiction,entailment,neutral
6382,contradiction,A black-haired woman with her hair in a high bun is having her head shaved by another woman.,Everybody is bald,contradiction,contradiction,contradiction,contradiction
8165,neutral,Two people walking down a narrow alley with large buildings on each side.,Two people are walking down an alley on their way home from work.,entailment,contradiction,neutral,neutral
5767,contradiction,A dog with a purple leash is held by a woman wearing white shoes.,A man is holding a leash on someone else dog.,neutral,contradiction,contradiction,contradiction
5809,entailment,A woman examines a poster mounted on the wall of a tunnel or hallway lit by overhead fluorescent lights.,There is a woman under fluorescent lights.,entailment,contradiction,entailment,neutral
4626,entailment,A man in a army uniform is holding a picture with trees in it.,There is one man in the picture.,entailment,contradiction,neutral,neutral
862,contradiction,A young girl in a pink shirt playing with her barbie.,The young girl is playing with a race car.,contradiction,contradiction,contradiction,neutral
2094,entailment,A nighttime street scene of a restaurant.,The restaurant is open at night.,entailment,contradiction,entailment,entailment
947,neutral,Three young girls in winter clothing and hats look at disposable cameras they are holding.,The cameras are cheap.,neutral,contradiction,neutral,neutral
5641,contradiction,"A man with medium length curly hair, wearing a button down shirt and bracelets, sings into a microphone while he plays a guitar.",Everyone is bald,contradiction,contradiction,contradiction,contradiction
1444,contradiction,an elderly man in a tie die shirt playing a red according key bored for a boy in blue.,There is a man watching others play instruments,entailment,contradiction,neutral,neutral
1280,neutral,Three army soldiers are holding guns and peering around a corner of a building.,Soldiers are being told to guard a building.,entailment,contradiction,entailment,neutral
3110,entailment,A man sits at a table in a room.,A man sits.,entailment,entailment,entailment,entailment
8952,neutral,Two women sitting at a table with their hands together.,Two sisters are hugging after not seeing each other in ages.,neutral,entailment,neutral,neutral
7609,contradiction,"Two performers, one man playing a guitar, and one woman with a mic raised to her mouth are sitting on chairs performing.",A man and woman are kissing in a car.,contradiction,contradiction,neutral,contradiction
5135,entailment,"A man wearing a blue lab coat, safety glasses, and gloves is working at a small machine with a large computer screen.",A man is wearing a coat.,entailment,entailment,entailment,neutral
3016,entailment,An older man wearing stars and stripes rides a bike.,An old man rides a bike.,entailment,contradiction,neutral,neutral
2302,neutral,Motorcycle rider going over a bump.,Motorcycle rider going over a big bump.,entailment,contradiction,entailment,neutral
2004,contradiction,Three males and one female are posing for a photograph with snow on the ground and mountains covered with green trees and snow in the background.,Four friends at the beach pose in the water.,contradiction,contradiction,contradiction,contradiction
4580,neutral,"Two men on stilts and a woman twirling a ribbon, lead a festive parade along the streets, while a woman looks on from her window.",Three people are on a parade float.,neutral,contradiction,neutral,neutral
8704,neutral,A man in a business suit has just crossed the street.,The man is walking to work.,entailment,contradiction,neutral,neutral
1005,contradiction,Three children hold a boy's arms down while another boy in a hat shoots a water gun at him.,The boy holds down his laughing nephew as his sister sprays him with water.,entailment,contradiction,neutral,contradiction
5138,contradiction,"While two students are jumping, others in a classroom are sitting or standing.",A class of completely seated students.,neutral,contradiction,contradiction,neutral
4317,neutral,An old man in a plaid shirt and blue pants is looking in a telescope on a sunny day.,The man in the plaid shirt is looking through a telescope to see stars at daytime.,entailment,contradiction,contradiction,neutral
6558,neutral,Three young people are sitting in a room and talking to one another.,Three students are studying for a test,neutral,entailment,neutral,neutral
4387,contradiction,We can see the white underwear of the man wearing the red soccer jersey because he is pulling up his shorts.,People are not looking at underwear.,contradiction,contradiction,contradiction,neutral
2132,contradiction,A windsurfer catching air with water streaming off of the board.,No one is windsurfing.,entailment,contradiction,contradiction,contradiction
4265,contradiction,A man in a red shirt and blue jeans is standing in front of a wall with other people's shadows in front of him on the pavement.,A man sits on a wall.,contradiction,contradiction,neutral,neutral
2057,entailment,Woman running in a park while listening to music.,A woman jogging in a park.,entailment,entailment,entailment,neutral
5386,neutral,A guy is attempting to perform a skateboard trick while jumping over part of a white building in an attempt to land on the concrete outside.,The man has performed this trick before.,entailment,contradiction,neutral,neutral
229,entailment,A newlywed couple laughing and talking amongst themselves.,The couple just got married.,entailment,contradiction,entailment,entailment
2889,entailment,A woman is holding her child while a man is reading something from a piece of paper and taking something from a bowl that a younger girl is holding in a park with a small lake in the background.,There are people outside,entailment,contradiction,entailment,neutral
4472,contradiction,A group of mountain climbers rests at the summit.,A scuba diver runs out of air.,contradiction,contradiction,neutral,contradiction
6064,contradiction,a blond woman kissing the cheek of a brown-haired man.,This woman does not know the man she is pictured with.,neutral,contradiction,neutral,neutral
7924,entailment,A young boy in a straw hat drinks out of a plastic pink cup.,A young kid is drinking out of a cup.,entailment,contradiction,entailment,neutral
7649,neutral,A person flying through the air on a bicycle.,A person just lost control as they flew off the curb on their bike.,neutral,contradiction,neutral,neutral
8381,entailment,A brown dog wearing a collar is chasing and biting on a red broom.,There is an animal biting a broom.,entailment,contradiction,entailment,entailment
209,contradiction,Six or seven people are standing on a pier with a table and a pair of glasses in the foreground.,They are in a boat.,contradiction,contradiction,contradiction,neutral
2758,entailment,"A man on a bicycle, wearing cycle gear, riding at a fast past down paved trail surrounded by tree's and grass.",The man is riding fast down a trail.,entailment,contradiction,entailment,neutral
8471,contradiction,"A man holds up a sign that reads ""tattoo"" as many people walk near him.",Two people are sitting in a coffee shop.,neutral,contradiction,neutral,neutral
2948,contradiction,"Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",Children are body slamming each other.,contradiction,contradiction,contradiction,neutral
7116,entailment,a girl wearing pink pulls weeds.,The girl is destroying plant life.,neutral,contradiction,entailment,neutral
6330,contradiction,A group of Chinese people sitting and laying down together on what appears to be a front porch.,A group of African American people are eating dinner at KFC.,contradiction,contradiction,neutral,contradiction
1728,contradiction,Three young men are playing soccer in the beach wearing shorts and beach attire while some people watch,Three young giraffes are playing soccer in the beach wearing shorts,contradiction,contradiction,contradiction,contradiction
4176,contradiction,"A person of indeterminate sex wearing a dark hat, neutral pants, and a red shirt walking up a rocky slope at high altitude in the daytime.",A person is wearing a bright hat,contradiction,contradiction,neutral,neutral
337,entailment,These are young adults who seem to be working together to protect the plants surrounding the white pole.,The adults are young,entailment,contradiction,entailment,neutral
4984,neutral,Two identical brown dogs side by side holding something white in both their mouths.,Two twin pups holding onto the same bone.,entailment,contradiction,entailment,neutral
6878,neutral,A man and woman stand in front of a white building and look at their hands.,A husband and wife look at their hands,entailment,contradiction,entailment,neutral
7248,contradiction,Two people climbing up some sort of wore structure.,Two people take a ship to the moon,contradiction,contradiction,neutral,neutral
8452,,"Woman wearing dark brown leather jacket, sunglasses, brown leather boots, silver designer handbag, sitting on a fire engine red park bench.",The nicely dressed woman is a model being photographed in the park.,entailment,contradiction,neutral,neutral
1226,neutral,Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.,"A woman is wearing a polka dot outfit, in the middle of a dangerous scene, passing out orange juice.",entailment,contradiction,neutral,neutral
7608,entailment,A woman taking candy off of a shelf and putting it in a box.,A woman puts candy away,entailment,contradiction,entailment,neutral
6827,contradiction,"Three little kids on a swing set; one is upside down, one hanging from the top bar, and on a swing.",three kids in chairs taking tests,contradiction,contradiction,neutral,contradiction
3540,contradiction,A man and wife stand at the alter as they get married.,Two people are going to a hockey game,neutral,contradiction,contradiction,contradiction
5868,entailment,Two men sit together and a woman is not too far from them under a bridge as all three watch the water in front of them.,Water is nearby.,entailment,contradiction,entailment,neutral
2111,neutral,Three women are dressed in ninja costumes.,The ninja costumes are black.,neutral,contradiction,neutral,neutral
2691,neutral,A young child plays on a beach next to an empty chair.,A young child is visiting the beach with his family on their summer vacation.,neutral,contradiction,neutral,neutral
7153,contradiction,A man and a woman sitting down laughing.,The man and woman are mad at each other.,contradiction,contradiction,contradiction,neutral
3707,entailment,A boy and girl child swing together on a swing set.,Two children are playing on a swing set.,entailment,entailment,entailment,neutral
1017,neutral,A group of kids play on a colorful structure.,A group of kids are outdoors.,entailment,entailment,entailment,neutral
8511,neutral,A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.,A child is playing in the snow with his friends.,neutral,contradiction,neutral,neutral
2807,entailment,Three men on mountain bikes go over a sand hill.,Men on bikes go over a sand hill.,entailment,contradiction,entailment,entailment
5015,contradiction,a woman and a child both wearing red outfits walking up a street,Two adults on a street,entailment,contradiction,contradiction,neutral
1928,neutral,The guitarist performs a rocking solo.,the musician is performing his favorite song,neutral,contradiction,neutral,neutral
350,entailment,A golden dog passes a blue ball to another golden dog on the beach.,The golden dog is playing ball with another dog outside.,entailment,contradiction,entailment,neutral
5173,contradiction,Bearded black dressed male performer is displaying his skill by swinging a fire line in each hand in arcs.,A man in a purple suit is dumping a bucket of water over his head.,contradiction,contradiction,neutral,contradiction
4192,contradiction,"A boy wearing a yellow shirt, khaki pants, and blue and yellow shoes is hitting a tennis ball off a wall with a tennis racket.","Two women in a bright red sports car, with sunglasses and pink lipstick, laugh and sing songs.",neutral,contradiction,neutral,contradiction
1934,contradiction,Three adults are working in a garden near a fence in the yard.,The basketball players are playing ball.,neutral,contradiction,neutral,neutral
6901,entailment,"Two babies, one in red, asleep in their highchairs.",babies are asleep,entailment,contradiction,entailment,neutral
4823,contradiction,Xylophonists play in a dark setting.,some people walking on the road,neutral,contradiction,neutral,contradiction
564,entailment,Four boys are about to be hit by an approaching wave.,A wave is about hit some boys.,entailment,contradiction,entailment,entailment
1582,neutral,A young boy holding a red toy wearing green snowman and reindeer pajamas with an older woman on a couch behind him.,The older woman behind the young boy is his mother.,neutral,contradiction,neutral,neutral
4694,contradiction,A small dog watches two big dogs playing rough in a field.,3 dogs are sleeping.,contradiction,contradiction,contradiction,contradiction
2175,entailment,A dark headed woman picking out a green flower from a large bucket full of them.,A woman picks a flower out of a bucket.,entailment,contradiction,entailment,neutral
7028,neutral,"Two ladies in matching dresses and shoes, both wearing straw hats pulled down over their faces, are napping on a bench next to a rolling suitcase.",two ladies take a rest after a race,neutral,contradiction,neutral,neutral
4880,neutral,A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.,A man calls 911 after another man is hit by a car.,neutral,contradiction,entailment,neutral
2228,entailment,"Two skateboarders, one wearing a black t-shirt and the other wearing a white t-shirt, race each other.",Two skateboarders race.,entailment,contradiction,entailment,neutral
1115,entailment,A bare chested smiling child plays in water.,There is a topless child playing in the water.,entailment,contradiction,entailment,neutral
3126,contradiction,A group of young people performing on a stage.,A group of people are watching an empty stage.,contradiction,contradiction,contradiction,contradiction
3544,contradiction,Someone splashing in the water.,Someone is having a picnic near the lake.,neutral,contradiction,neutral,neutral
5048,entailment,A person is sitting on the edge of a rock cliff.,A person sitting on a rock cliff.,entailment,contradiction,entailment,neutral
7476,neutral,An older gentlemen in a hat and glasses holding a baby who is wrapped in a towel.,An older man in clothing accessories is quietly cradaling an infant who is wrapped in a towel.,entailment,contradiction,entailment,neutral
821,contradiction,A person is sitting in front of a graffiti covered wall.,A person is laying at home,contradiction,contradiction,neutral,contradiction
6532,contradiction,a snowboarder wearing a green hat is riding along a metal railing.,A man is riding a riding a bicycle through the park.,contradiction,contradiction,neutral,contradiction
2272,neutral,Performer who is wearing 2 hats a scary mask and a black and white robe.,The actor playing Voldemort is wearing a scary mask and a black and white robe.,entailment,contradiction,neutral,entailment
5545,neutral,"A young boy is following through on a kick during a soccer game, while two players on the opposing team challenge.",The teams hate eachother.,neutral,contradiction,neutral,neutral
81,contradiction,"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.",Some people stand around.,neutral,contradiction,neutral,neutral
1323,neutral,"A musician playing a guitar and harmonica singing a song with ""Whatever it Takes"" written on his guitar.",The musician singing the song is asian.,neutral,contradiction,neutral,neutral
9405,neutral,An old man in a gray shirt smiles at the camera while doing laundry in a small room.,The man is a father,neutral,contradiction,neutral,neutral
1614,entailment,A bare-chested man fitting his head and arm into a toilet seat ring while spectators watch in a city.,"A gentleman with no chest hair, wrangles his way through a toilet seat.",neutral,contradiction,neutral,neutral
831,neutral,Four women are taking a walk down an icy road.,The road is dangerous for the four women to try to walk on because it is covered in ice.,entailment,contradiction,entailment,entailment
3883,entailment,A man in a short Mohawk and beard.,The man has a beard and a short Mohawk haircut.,entailment,contradiction,entailment,neutral
8641,,A young boy in a dental examination.,A young boy getting his teeth cleaned at the dentist.,entailment,contradiction,entailment,neutral
4464,contradiction,A golfer shoots his ball out of a sand trap.,A duffer hits to the green using a sand wedge.,entailment,contradiction,entailment,neutral
5339,neutral,A lady sitting on a bench with a book on her lap with a boy and girl on either side of her.,A mother is waiting for the bus with her kids.,neutral,entailment,entailment,neutral
8066,entailment,The man in colorful shorts is barefoot.,The man in shorts is not wearing footwear.,entailment,contradiction,entailment,entailment
1649,contradiction,A woman is taking a picture of a girl on a scooter.,The girl is on a car.,contradiction,contradiction,contradiction,neutral
4065,entailment,A boy dressed in a dark shirt carries a blue bag over his shoulder and a green pail.,A boy is carrying something on his shoulder.,entailment,contradiction,entailment,neutral
9665,entailment,A girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair.,Two girls are standing next to a girl who is sitting.,entailment,contradiction,entailment,neutral
3038,neutral,A boy rides his skateboard at the park.,A sad boy rides his skateboard at the park.,neutral,contradiction,neutral,neutral
3320,contradiction,"While one man, in the white cap, is golfing, three other men are in the middle of a conversation.",Four guys go bowling at the lanes.,contradiction,contradiction,neutral,neutral
7143,neutral,A group of people are gathered on a sidewalk in front of a store nearby a littered street.,A group of people are considering whether to shop at the store.,neutral,contradiction,neutral,neutral
6889,neutral,A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is on a golf course.,entailment,contradiction,entailment,neutral
5092,contradiction,Man walking a small pug.,The man is walking a large pitbull.,contradiction,contradiction,contradiction,neutral
3720,contradiction,A woman in a low cut blue shirt is in a crowded room that looks smokey.,Someone is in a field.,contradiction,contradiction,neutral,contradiction
2423,,A young girl with glasses sits and holds two American flags.,A child with poor vision holds two objects.,entailment,contradiction,entailment,neutral
749,neutral,Two dogs run together near the leaves.,The two dogs are running to play in the leaves.,neutral,entailment,entailment,neutral
5271,neutral,"A man in a helmet and protective gear driving a go kart, numbered 65, on a narrow paved road.","A man driving a go kart, numbered 65, on a narrow paved road in the snow.",neutral,contradiction,neutral,neutral
2373,neutral,"A crowd of people in a stadium decked out in white, yellow and green cheer and clap for the team below.",the crowd is a mob,neutral,contradiction,neutral,neutral
4693,entailment,A small dog watches two big dogs playing rough in a field.,A few dogs are playing outsides.,entailment,contradiction,neutral,neutral
9879,neutral,A man wearing a black hat and coat makes a face with a crowd behind him.,A mime is performing for a group in the park.,neutral,contradiction,entailment,neutral
8370,contradiction,Two furry beige dogs playing in ocean surf.,Two dogs sleep.,contradiction,contradiction,neutral,contradiction
7319,contradiction,Some cars and many tents are set up at the foot of a mountain.,No one was able to drive to the camp site.,contradiction,contradiction,neutral,neutral
4368,contradiction,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing.,Two shabbily dressed women hold mics as they compete in a rap battle in front of a cheering crowd.,neutral,contradiction,neutral,neutral
6785,entailment,A woman in a red jacket walks down the street in the rain.,Women walks through the rain,neutral,contradiction,entailment,neutral
7401,contradiction,A street performer is entertaining a gathered audience with the help of a young boy.,A boy is performing on stage.,entailment,contradiction,neutral,neutral
1139,neutral,Kids play in water coming up in streams out of a tiled floor with an image of a large rose on it.,Kids are playing at the fountain at a local mall.,neutral,contradiction,entailment,neutral
7631,contradiction,Two workers in work attire (windbreakers and vests) walking along the edge of a road.,The workers were wearing safty gear.,entailment,contradiction,entailment,neutral
2231,neutral,A smiling woman and man are seated in front of a microphone in a music studio.,the woman is happy.,entailment,contradiction,neutral,neutral
2164,entailment,A woman fell in the water after riding a wakeboard.,A woman is wakeboarding.,entailment,contradiction,neutral,neutral
5217,neutral,A man wearing a gray shirt and pink wristband plays the drums.,a man in a gray shirt and pink wristband plays drums during a concert,entailment,contradiction,entailment,neutral
9444,neutral,A young man throws a Frisbee to a frisbee-golf goal.,A man playing in a tournament.,entailment,contradiction,neutral,neutral
9237,neutral,A woman is cutting into a sandwich while sitting at an outdoor table.,The lady on the table is cutting here sandwich is on her cellphone,neutral,contradiction,contradiction,neutral
4561,neutral,The man in the dark maroon shirt is kicking something.,the guy kicked his hat,entailment,contradiction,neutral,neutral
1570,neutral,A man shows off his spider-web face paint.,A young man shows a group of people the black web painted on his face.,entailment,contradiction,entailment,neutral
172,entailment,A man wearing a red uniform and helmet stands on his motorbike.,a person standing.,entailment,contradiction,entailment,neutral
7163,neutral,Women is small tops and skirts pose for the camera.,The women posing are models.,entailment,contradiction,entailment,neutral
2087,contradiction,A tennis player in blue shorts and a white shirt making an aggressive backhand swing towards the tennis ball.,The person is taking a nap in their bed.,contradiction,contradiction,contradiction,contradiction
4667,contradiction,a male teen is working on a school project.,The boy sitting on top of his dads truck.,neutral,contradiction,neutral,neutral
4565,contradiction,Person with umbrella observes flooded streets with cars in the water.,A person is standing in a grassy field in the sun.,contradiction,contradiction,contradiction,contradiction
7089,contradiction,"A person rides up a narrow street on a bike, past a spray-painted sign of a hand giving the peace sign.",A person riding a skateboard down a steep hill.,contradiction,contradiction,neutral,neutral
6569,entailment,A man and a Woman cutting dough.,Some dough being cut by a man and woman.,entailment,entailment,entailment,neutral
4783,entailment,A woman is taking a picture of a man.,A female is near a male.,entailment,entailment,entailment,neutral
2684,entailment,A man and woman setup a camera.,Two people setup a device,entailment,contradiction,entailment,neutral
